ioname,year,afghanistan,albania,algeria,andorra,angola,antiguabarbuda,argentina,armenia,australia,austria,austriahungary,azerbaijan,baden,bahamas,bahrain,bangladesh,barbados,bavariaelect,belarus,belgium,belize,benin,bhutan,bolivia,bosnia,botswana,brazil,brunei,bulgaria,burkinafaso,burundi,car,cambodia,cameroon,canada,capeverde,chad,chile,china,colombia,comoros,congobrazz,costarica,croatia,cuba,cyprus,czechrep,czechoslovakia,denmark,djibouti,domrepublic,dominica,egermany,etimor,ecuador,egypt,elsalvador,eqguinea,eritrea,estonia,ethiopia,fyromacedonia,fiji,finland,france,gabon,gambia,georgia,germany,ghana,greece,grenada,guatemala,guinea,guineabissau,guyana,haiti,hanover,hesseelect,hessegrand,honduras,hungary,iceland,india,indonesia,iran,iraq,ireland,israel,italy,ivorycoast,jamaica,japan,jordan,kazakhstan,kenya,kiribati,korea,kosovo,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,liechtenstein,lithuania,luxembourg,madagascar,malawi,malaysia,maldives,mali,malta,marshallis,mauritania,mauritius,mecklenburg,mexico,micronesiafs,modena,moldova,monaco,mongolia,morocco,montenegro,mozambique,myanmar,namibia,nauru,nepal,netherlands,newzealand,nicaragua,niger,nigeria,nokorea,norway,nyemen,oman,pakistan,palau,panama,papalstates,papuanewguinea,paraguay,parma,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,svietnam,syemen,sanmarino,saotome,saudiarabia,saxony,senegal,seychelles,sierraleone,singapore,slovakia,slovenia,soafrica,sokorea,sosudan,solomonis,somalia,spain,srilanka,stkitts,stlucia,stvincent,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,togo,tonga,trinidad,tunisia,turkey,turkmenistan,tuscany,tuvalu,twosicilies,uae,uk,usa,uganda,ukraine,uruguay,uzbekistan,vanuatu,venezuela,vietnam,wgermany,wsamoa,wurtenburg,yemen,yugoslaviaserb,Serbia and Montenegro,Serbia,zaire,zambia,zanzibar,zimbabwe
LOAS,1955,0,0,,,,,0,,0,0,,,,,,,,,,0,,,,0,,,0,,0,,,,0,,0,,,0,0,0,,,0,,0,,,0,0,,0,,0,,0,1,0,,,,0,,,0,0,,,,,,0,,0,,,,0,,,,0,0,0,0,0,0,1,0,0,0,,,0,1,,,,,,,,0,,1,,0,1,,,0,,,,,,,,,,,0,,,,,0,,,,0,,,0,0,0,0,,,0,0,1,,0,,0,,,0,,0,0,0,0,,0,0,,0,,,,1,,,,,,,,0,0,,,,0,0,,,,,,,0,0,1,0,,,0,,,,,0,,,,,,0,0,,,0,,,0,0,0,,,,0,,,,,,
LOAS,1956,0,0,,,,,0,,0,0,,,,,,,,,,0,,,,0,,,0,,0,,,,0,,0,,,0,0,0,,,0,,0,,,0,0,,0,,0,,0,1,0,,,,0,,,0,0,,,,,,0,,0,,,,0,,,,0,0,0,0,0,0,1,0,0,0,,,0,1,,,,,,,,0,,1,,0,1,,,0,,,,,,,,,,,0,,,,,0,0,,,0,,,0,0,0,0,,,0,0,1,,0,,0,,,0,,0,0,0,0,,0,0,,0,,,,1,,,,,,,,0,0,,,,0,0,,,,1,,,0,0,1,0,,,0,,,,0,0,,,,,,0,0,,,0,,,0,0,0,,,,0,,,,,,
LOAS,1957,0,0,,,,,0,,0,0,,,,,,,,,,0,,,,0,,,0,,0,,,,0,,0,,,0,0,0,,,0,,0,,,0,0,,0,,0,,0,1,0,,,,0,,,0,0,,,,,0,0,,0,,,,0,,,,0,0,0,0,0,0,1,0,0,0,,,0,1,,,,,,,,0,,1,,0,1,,,0,,,0,,,,,,,,0,,,,,0,0,,,0,,,0,0,0,0,,,0,0,1,,0,,0,,,0,,0,0,0,0,,0,0,,0,,,,1,,,,,,,,0,0,,,,0,0,,,,1,,,0,0,1,0,,,0,,,,0,0,,,,,,0,0,,,0,,,0,0,0,,,,0,,,,,,
LOAS,1958,0,0,,,,,0,,0,0,,,,,,,,,,0,,,,0,,,0,,0,,,,0,,0,,,0,0,0,,,0,,0,,,0,0,,0,,0,,0,1,0,,,,0,,,0,0,,,,,0,0,,0,0,,,0,,,,0,0,0,0,0,0,1,0,0,0,,,0,1,,,,,,,,0,,1,,0,1,,,0,,,0,,,,,,,,0,,,,,0,1,,,0,,,0,0,0,0,,,0,0,1,,0,,0,,,0,,0,0,0,0,,0,0,,0,,,,1,,,,,,,,0,0,,,,0,0,,,,1,,,0,0,1,0,,,0,,,,1,0,,,,,,0,0,,,0,,,0,0,0,,,,0,,,,,,
LOAS,1959,0,0,,,,,0,,0,0,,,,,,,,,,0,,,,0,,,0,,0,,,,0,,0,,,0,0,0,,,0,,0,,,0,0,,0,,0,,0,1,0,,,,0,,,0,0,,,,,0,0,,0,0,,,0,,,,0,0,0,0,0,0,1,0,0,0,,,0,1,,,,,,,,0,,1,,0,1,,,0,,,0,,,,,,,,0,,,,,0,1,,,0,,,0,0,0,0,,,0,0,1,,0,,0,,,0,,0,0,0,0,,0,0,,0,,,,1,,,,,,,,0,0,,,,0,0,,,,1,,,0,0,,0,,,0,,,,1,0,,,,,,0,0,,,0,,,0,0,0,,,,0,,,,,,
LOAS,1960,0,0,,,,,0,,0,0,,,,,,,,,,0,,0,,0,,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,,,,0,,,0,0,0,,,,0,0,,0,0,,,0,,,,0,0,0,0,0,0,1,0,0,0,0,,0,1,,,,,,,,0,,1,,0,1,,,0,0,,0,,0,,,0,,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,1,,0,,0,,,0,,0,0,0,0,,0,0,,0,,,,1,,0,,,,,,0,0,,,0,0,0,,,,1,,,0,0,,0,,,0,0,,,1,0,,,,,,0,0,,,0,,,0,0,0,,,,0,,,0,,,
LOAS,1961,0,0,,,,,0,,0,0,,,,,,,,,,0,,0,,0,,,0,,0,0,,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,,,,0,,,0,0,0,,,,0,0,,0,0,,,0,,,,0,0,0,0,0,0,1,0,0,0,0,,0,1,,,,,,1,,0,,1,,0,1,,,0,0,,0,,0,,,0,,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,1,,0,,0,,,0,,0,0,0,0,,0,0,,0,,,,1,,0,,0,,,,0,0,,,0,0,0,,,,1,,,0,0,1,0,,0,0,0,,,1,0,,,,,,0,0,,,0,,,0,0,0,,,,0,,,0,,,
LOAS,1962,0,0,1,,,,0,,0,0,,,,,,,,,,0,,0,,0,,,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,,,,0,,,0,0,0,,,,0,0,,0,0,,,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,1,,0,,1,,0,1,,,0,0,,0,,0,,,0,,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,1,,0,,0,,,0,,0,0,0,0,,0,0,0,0,,,,1,,0,,0,,,,0,0,,,0,0,0,,,,1,,,0,0,1,0,,0,0,0,,0,1,0,,,,,,0,0,0,,0,,,0,0,0,,,,0,,,0,,,
LOAS,1963,0,0,1,,,,0,,0,0,,,,,,,,,,0,,0,,0,,,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,,,,0,,,0,0,0,,,,0,0,,0,0,,,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,,0,1,,,0,0,,0,,0,,,0,,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,1,,0,,0,,,0,,0,0,0,0,,0,0,0,0,,,,1,,0,,0,,,,0,0,,,0,0,0,,,,1,,,0,0,1,0,,0,0,0,,0,1,0,,,,,,0,0,0,,0,,,0,0,0,,,,0,,,0,,0,
LOAS,1964,0,0,1,,,,0,,0,0,,,,,,,,,,0,,0,,0,,,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,,,,0,,,0,0,0,,,,0,0,,0,0,,,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,,0,1,,,0,0,0,0,,0,0,,0,,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,1,,0,,0,,,0,,0,0,0,0,,0,0,0,0,,,,1,,0,,0,,,,0,0,,,0,0,0,,,,1,,,0,0,1,0,,0,0,0,,0,1,0,,,,,,0,0,0,,0,,,0,0,0,,,,0,,,0,0,0,
LOAS,1965,0,0,1,,,,0,,0,0,,,,,,,,,,0,,0,,0,,,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,,,,0,,,0,0,0,0,,,0,0,,0,0,,,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,,0,1,,,0,0,0,0,0,0,0,,0,,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,0,,0,,0,,,0,,0,0,0,0,,0,0,0,0,,,,1,,0,,0,0,,,0,0,,,0,0,0,,,,1,,,0,0,1,0,,0,0,0,,0,1,0,,,,,,0,0,0,,0,,,0,0,0,,,,0,,,0,0,,0
LOAS,1966,0,0,1,,,,0,,0,0,,,,,,,0,,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,,,,0,,,0,0,0,0,,,0,0,,0,0,,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,0,,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,0,,0,,0,,,0,,0,0,0,0,,0,0,0,0,,,,1,,0,,0,0,,,0,0,,,0,0,0,,,,1,,,0,0,1,0,,0,0,0,,0,1,0,,,,,,0,0,0,,0,,,0,0,0,,,,0,,,0,0,,0
LOAS,1967,0,0,1,,,,0,,0,0,,,,,,,0,,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,,,,0,,,0,0,0,0,,,0,0,,0,0,,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,0,,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,1,,0,,0,,,0,,0,0,0,0,,0,0,0,0,0,,,1,,0,,0,0,,,0,0,,,0,0,0,,,,1,,,0,0,1,0,,0,0,0,,0,1,0,,,,,,0,0,0,,0,,,0,0,0,,,,0,,,0,0,,0
LOAS,1968,0,0,1,,,,0,,0,0,,,,,,,0,,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,0,,,0,,,0,0,0,0,,,0,0,,0,0,,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,0,0,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,1,,0,,0,,,0,,0,0,0,0,,0,0,0,0,0,,,1,,0,,0,0,,,0,0,,,0,0,0,,,,1,,0,0,0,1,0,,0,0,0,,0,1,0,,,,,,0,0,0,,0,,,0,0,0,,,,0,,,0,0,,0
LOAS,1969,0,0,1,,,,0,,0,0,,,,,,,0,,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,0,,,0,,,0,0,0,0,,,0,0,,0,0,,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,0,0,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,1,,0,,0,,,0,,0,0,0,0,,0,0,0,0,0,,,1,,0,,0,0,,,0,0,,,0,0,0,,,,1,,0,0,0,1,0,,0,0,0,,0,1,0,,,,,,0,0,0,,0,,,0,0,0,,,,0,,,0,0,,0
LOAS,1970,0,0,1,,,,0,,0,0,,,,,,,0,,,0,,0,,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,0,0,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,1,,0,,0,,,0,,0,0,0,0,,0,0,0,0,0,,,1,,0,,0,0,,,0,0,,,0,0,0,,,,1,,0,0,0,1,0,,0,0,0,,0,1,0,,,,,,0,0,0,,0,,,0,0,0,,,,0,,,0,0,,0
LOAS,1971,0,0,1,,,,0,,0,0,,,,,1,0,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,0,0,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,,0,,0,0,0,0,1,0,0,0,0,0,,,1,,0,,0,0,,,0,0,,,0,0,0,,,,1,,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,,0,0,0,,,,0,,,0,0,,0
LOAS,1972,0,0,1,,,,0,,0,0,,,,,1,0,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,0,0,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,,0,,0,0,0,0,1,0,0,0,0,0,,,1,,0,,0,0,,,0,0,,,0,0,0,,,,1,,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,,0,0,0,,,,0,,,0,0,,0
LOAS,1973,0,0,1,,,,0,,0,0,,,,0,1,0,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,0,,,0,,0,0,0,0,0,,,0,0,,0,0,,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,,0,,0,0,0,0,1,0,0,0,0,0,,,1,,0,,0,0,,,0,0,,,0,0,0,,,,1,,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,,0,0,0,,,,0,,,0,0,,0
LOAS,1974,0,0,1,,,,0,,0,0,,,,0,1,0,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,,0,,0,,0,1,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,,0,,0,0,0,0,1,0,0,0,0,0,,,1,,0,,0,0,,,0,0,,,1,0,0,,,,1,,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,,0,0,0,,,,0,,,0,0,,0
LOAS,1975,0,0,1,,0,,0,,0,0,,,,0,1,0,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,,0,,0,1,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,0,0,,0,1,,0,,0,0,,,0,0,,,1,0,0,,,,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,,0,0,0,,,,0,,,0,0,,0
LOAS,1976,0,0,1,,0,,0,,0,0,,,,0,1,0,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,,0,,0,1,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,,,1,0,0,,,,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,,0,0,0,0,,,0,,,0,0,,0
LOAS,1977,0,0,1,,0,,0,,0,0,,,,0,1,0,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,,0,,0,1,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,,,1,0,0,,,,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,,0,0,0,0,,,0,,,0,0,,0
LOAS,1978,0,0,1,,0,,0,,0,0,,,,0,1,0,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,,0,1,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,,0,1,0,0,,,,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,,0,0,0,0,,,0,,,0,0,,0
LOAS,1979,0,0,1,,0,,0,,0,0,,,,0,1,0,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,,0,1,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,,0,1,0,0,,0,0,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,,0,0,0,0,,,0,,,0,0,,0
