ioname,year,afghanistan,albania,algeria,andorra,angola,antiguabarbuda,argentina,armenia,australia,austria,austriahungary,azerbaijan,baden,bahamas,bahrain,bangladesh,barbados,bavariaelect,belarus,belgium,belize,benin,bhutan,bolivia,bosnia,botswana,brazil,brunei,bulgaria,burkinafaso,burundi,car,cambodia,cameroon,canada,capeverde,chad,chile,china,colombia,comoros,congobrazz,costarica,croatia,cuba,cyprus,czechrep,czechoslovakia,denmark,djibouti,domrepublic,dominica,egermany,etimor,ecuador,egypt,elsalvador,eqguinea,eritrea,estonia,ethiopia,fyromacedonia,fiji,finland,france,gabon,gambia,georgia,germany,ghana,greece,grenada,guatemala,guinea,guineabissau,guyana,haiti,hanover,hesseelect,hessegrand,honduras,hungary,iceland,india,indonesia,iran,iraq,ireland,israel,italy,ivorycoast,jamaica,japan,jordan,kazakhstan,kenya,kiribati,korea,kosovo,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,liechtenstein,lithuania,luxembourg,madagascar,malawi,malaysia,maldives,mali,malta,marshallis,mauritania,mauritius,mecklenburg,mexico,micronesiafs,modena,moldova,monaco,mongolia,morocco,montenegro,mozambique,myanmar,namibia,nauru,nepal,netherlands,newzealand,nicaragua,niger,nigeria,nokorea,norway,nyemen,oman,pakistan,palau,panama,papalstates,papuanewguinea,paraguay,parma,peru,philippines,poland,portugal,qatar,romania,russia,rwanda,svietnam,syemen,sanmarino,saotome,saudiarabia,saxony,senegal,seychelles,sierraleone,singapore,slovakia,slovenia,soafrica,sokorea,sosudan,solomonis,somalia,spain,srilanka,stkitts,stlucia,stvincent,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,thailand,togo,tonga,trinidad,tunisia,turkey,turkmenistan,tuscany,tuvalu,twosicilies,uae,uk,usa,uganda,ukraine,uruguay,uzbekistan,vanuatu,venezuela,vietnam,wgermany,wsamoa,wurtenburg,yemen,yugoslaviaserb,Serbia and Montenegro,Serbia,zaire,zambia,zanzibar,zimbabwe
LOAS,1980,0,0,1,,0,,0,,0,0,,,,0,1,0,0,,,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,,0,1,0,0,,0,0,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,,0,0,0,0,,,0,,,0,0,,0
LOAS,1981,0,0,1,,0,0,0,,0,0,,,,0,1,0,0,,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,,0,1,0,0,,0,0,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,0,0,0,0,0,,,0,,,0,0,,0
LOAS,1982,0,0,1,,0,0,0,,0,0,,,,0,1,0,0,,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,,0,1,0,0,,0,0,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,0,0,0,0,0,,,0,,,0,0,,0
LOAS,1983,0,0,1,,0,0,0,,0,0,,,,0,1,0,0,,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,0,0,0,0,0,,,0,,,0,0,,0
LOAS,1984,0,0,1,,0,0,0,,0,0,,,,0,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,0,0,0,0,0,,,0,,,0,0,,0
LOAS,1985,0,0,1,,0,0,0,,0,0,,,,0,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,0,0,0,0,0,,,0,,,0,0,,0
LOAS,1986,0,0,1,,0,0,0,,0,0,,,,0,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,0,0,0,0,0,,,0,,,0,0,,0
LOAS,1987,0,0,1,,0,0,0,,0,0,,,,0,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,0,0,0,0,0,,,0,,,0,0,,0
LOAS,1988,0,0,1,,0,0,0,,0,0,,,,0,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,0,0,0,0,0,,,0,,,0,0,,0
LOAS,1989,0,0,1,,0,0,0,,0,0,,,,0,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,0,,0,1,0,0,,,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,1,,0,0,0,0,,,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,0,0,0,0,0,,,0,,,0,0,,0
LOAS,1990,0,0,1,,0,0,0,,0,0,,,,0,1,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,,,0,1,0,0,,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,0,,,,1,,0,,1,0,0,1,0,,0,0,0,0,0,0,0,,1,0,,0,,,,,0,1,,0,0,0,,0,0,0,0,0,0,0,0,,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,,,0,1,,0,0,0,0,,,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,0,,0,1,0,,,,,1,0,0,0,,0,,0,0,0,,0,,1,0,,,0,0,,0
LOAS,1991,0,0,1,,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,,,0,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,,0,1,,0,0,0,,0,0,0,0,0,0,0,0,,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,,,0,1,,0,0,0,0,,,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,,,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,1992,0,0,1,,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,,,0,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,,0,1,,0,0,0,,0,0,0,0,0,0,0,0,,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,,,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,1993,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,,0,0,0,,0,0,0,0,0,0,0,0,,1,0,,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,,,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,1994,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,,,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,1995,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,,,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,1996,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,,,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,1997,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,,,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,1998,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,,0,0,0,,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,,,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,1999,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,2000,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,2001,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,2002,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,2003,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,2004,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,2005,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,2006,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,2007,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,2008,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,2009,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
LOAS,2010,0,0,1,0,0,0,0,0,0,0,,0,,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,,0,0,,0,0,0,0,1,0,0,0,,,0,0,1,,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,0,0,0,0,0,0,,0,,1,0,,,0,0,,0
