Country,Cowcode,Year,Independent Country?,other,shia,sunni,muslim,orthodox,romancatholic,christian,protestant,traditionalbelief,jewish,yezidi,buddhist,hindu,bahai,sikh,nonreligious,coptic,jain,zoroastrian,druze,ibadiyah,taoism,chondogyo,confucian,wonbulgyo,ikuantao,caodai,hoahoa
Yugoslavia,345,1953,1,10.07773,,,11.95505,43.41434,33.55288,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1954,1,10.11408,,,11.88094,43.56544,33.43953,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1955,1,10.14973,,,11.80722,43.71667,33.32637,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1956,1,10.18467,,,11.7339,43.86802,33.21341,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1957,1,10.21891,,,11.66097,44.01948,33.10064,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1958,1,10.25245,,,11.58844,44.17105,32.98806,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1959,1,10.28529,,,11.5163,44.32273,32.87567,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1960,1,10.31745,,,11.44455,44.47452,32.76348,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1961,1,10.34892,,,11.3732,44.62641,32.65149,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1962,1,10.37968,,,11.30222,44.7784,32.53969,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1963,1,10.40978,,,11.23164,44.93048,32.42809,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1964,1,10.4392,,,11.16144,45.08266,32.3167,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1965,1,10.46793,,,11.09163,45.23494,32.2055,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1966,1,10.496,,,11.02219,45.3873,32.0945,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1967,1,10.52339,,,10.95314,45.53975,31.98371,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1968,1,10.55013,,,10.88447,45.69229,31.87312,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1969,1,10.57619,,,10.81618,45.8449,31.76273,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1970,1,10.6016,,,10.74826,45.99759,31.65255,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1971,1,10.62635,,,10.68072,46.15036,31.54257,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1972,1,10.65045,,,10.61355,46.3032,31.4328,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1973,1,10.6739,,,10.54676,46.45611,31.32324,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1974,1,10.6967,,,10.48033,46.60909,31.21388,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1975,1,10.71886,,,10.41428,46.76213,31.10473,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1976,1,10.74038,,,10.34859,46.91523,30.9958,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1977,1,10.76127,,,10.28327,47.06839,30.88707,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1978,1,10.78152,,,10.21832,47.2216,30.77856,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1979,1,10.80115,,,10.15373,47.37487,30.67025,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1980,1,10.82015,,,10.0895,47.52818,30.56216,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1981,1,10.83853,,,10.02564,47.68154,30.45429,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1982,1,10.85629,,,9.962131,47.83495,30.34662,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1983,1,10.87344,,,9.898981,47.9884,30.23918,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1984,1,10.88998,,,9.836189,48.14188,30.13195,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1985,1,10.90591,,,9.773751,48.2954,30.02493,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1986,1,10.92125,,,9.711667,48.44895,29.91813,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1987,1,10.93597,,,9.649937,48.60254,29.81155,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1988,1,10.95011,,,9.588555,48.75614,29.70519,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1989,1,10.96365,,,9.527525,48.90977,29.59905,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1990,1,10.9766,,,9.466841,49.06343,29.49313,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1991,1,10.98898,,,9.406502,49.21709,29.38743,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1992,0,11.00076,,,9.346511,49.37078,29.28195,,0.9999999,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1993,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1994,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1995,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1996,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1997,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1998,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,1999,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,2001,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,2002,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,2003,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,2004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,2005,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,2006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,2007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,2008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,2009,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,2010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,2011,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,2012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yugoslavia,345,2013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1946,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1949,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1951,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1952,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1953,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1955,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1957,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1959,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1960,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1962,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1963,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1964,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1965,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1966,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1967,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1968,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1969,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1970,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1971,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1972,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1973,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1974,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1976,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1977,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1978,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1979,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1980,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1983,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1984,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1986,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1987,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1989,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1990,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1991,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1992,1,15.58931,,39.57185,,30.49325,14.34559,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1993,1,14.98104,,39.96426,,30.36856,14.68614,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1994,1,14.36453,,40.35796,,30.24415,15.03335,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1995,1,13.73976,,40.75291,,30.12004,15.38728,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1996,1,13.10671,,41.14906,,29.99622,15.74801,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1997,1,12.46537,,41.54636,,29.87269,16.11558,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1998,1,11.81573,,41.94476,,29.74945,16.49006,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,1999,1,11.15781,,42.34421,,29.6265,16.87148,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,2000,1,10.49158,,42.74467,,29.50385,17.2599,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,2001,1,9.817055,,43.14607,,29.3815,17.65537,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,2002,1,9.134247,,43.54839,,29.25944,18.05792,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,2003,1,8.443176,,43.95155,,29.13768,18.46759,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,2004,1,7.743851,,44.35551,,29.01622,18.88441,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,2005,1,7.036308,,44.76022,,28.89506,19.30842,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,2006,1,6.320557,,45.16563,,28.7742,19.73962,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,2007,1,5.596634,,45.57167,,28.65364,20.17805,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,2008,1,4.864594,,45.97831,,28.53338,20.62371,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,2009,1,4.124466,,46.38548,,28.41343,21.07662,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,2010,1,3.376305,,46.79314,,28.29378,21.53677,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,2011,1,2.620163,,47.20123,,28.17444,22.00417,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,2012,1,1.856094,,47.60968,,28.0554,22.47881,,,,,,,,,,,,,,,,,,,,,,
Bosnia-Herzegovina,346,2013,1,1.08419,,48.01846,,27.93668,22.96067,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1946,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1948,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1949,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1951,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1952,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1953,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1954,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1955,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1956,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1957,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1958,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1959,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1960,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1961,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1962,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1963,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1964,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1965,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1966,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1967,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1968,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1969,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1970,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1971,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1972,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1973,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1974,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1975,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1976,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1977,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1978,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1979,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1980,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1981,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1982,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1983,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1984,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1985,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1986,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1987,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1989,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1990,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1991,1,7.155281,,,0.6297781,,92.21494,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1992,1,8.064667,,,0.6730674,,91.26227,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1993,1,9.075287,,,0.7193107,,90.20541,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1994,1,10.19523,,,0.7687062,,89.03606,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1995,1,11.43246,,,0.8214661,,87.74608,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1996,1,12.79456,,,0.8778151,,86.32763,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1997,1,14.28853,,,0.9379928,,84.77348,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1998,1,15.92046,,,1.002254,,83.07729,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,1999,1,17.69514,,,1.070871,,81.23399,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,2000,1,19.61579,,,1.14413,,79.24008,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,2001,1,21.68362,,,1.222339,,77.09405,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,2002,1,23.89745,,,1.305824,,74.79673,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,2003,1,26.25343,,,1.394931,,72.35165,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,2004,1,28.74474,,,1.490026,,69.76524,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,2005,1,31.36143,,,1.591499,,67.04707,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,2006,1,34.09034,,,1.699763,,64.2099,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,2007,1,36.91518,,,1.815257,,61.26956,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,2008,1,39.81681,,,1.938443,,58.24475,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,2009,1,42.77359,,,2.069813,,55.1566,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,2010,1,45.76194,,,2.209885,,52.02817,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,2011,1,48.75704,,,2.359207,,48.88375,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,2012,1,51.73349,,,2.51836,,45.74815,,,,,,,,,,,,,,,,,,,,,,
Slovenia,349,2013,1,54.66618,,,2.687954,,42.64587,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1945,1,0.5191803,,,1.648679,97.83214,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1946,1,0.5301819,,,1.638502,97.83131,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1947,1,0.5411148,,,1.628386,97.8305,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1948,1,0.5519943,,,1.618332,97.82967,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1949,1,0.5628052,,,1.608339,97.82886,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1950,1,0.5735626,,,1.598406,97.82803,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1951,1,0.5842514,,,1.588533,97.82722,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1952,1,0.5948868,,,1.578721,97.82639,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1953,1,0.6054611,,,1.568969,97.82557,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1954,1,0.6159744,,,1.559276,97.82475,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1955,1,0.6264267,,,1.549641,97.82393,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1956,1,0.6368256,,,1.540066,97.8231,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1957,1,0.647171,,,1.530548,97.82228,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1958,1,0.6574554,,,1.521089,97.82146,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1959,1,0.6676788,,,1.511687,97.82063,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1960,1,0.6778412,,,1.502342,97.81982,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1961,1,0.6879501,,,1.493055,97.81899,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1962,1,0.6980133,,,1.483823,97.81816,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1963,1,0.7080154,,,1.474648,97.81734,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1964,1,0.7179565,,,1.465529,97.81651,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1965,1,0.7278442,,,1.456466,97.81569,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1966,1,0.7376785,,,1.447457,97.81487,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1967,1,0.7474518,,,1.438504,97.81404,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1968,1,0.7571793,,,1.429605,97.81322,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1969,1,0.7668533,,,1.420761,97.81239,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1970,1,0.7764664,,,1.411969,97.81156,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1971,1,0.7860336,,,1.403232,97.81074,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1972,1,0.7955475,,,1.394548,97.80991,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1973,1,0.8050003,,,1.385918,97.80908,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1974,1,0.8144073,,,1.37734,97.80825,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1975,1,0.823761,,,1.368814,97.80743,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1976,1,0.8330688,,,1.36034,97.80659,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1977,1,0.8423157,,,1.351918,97.80576,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1978,1,0.8515167,,,1.343548,97.80494,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1979,1,0.8606644,,,1.335228,97.80411,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1980,1,0.8697662,,,1.32696,97.80328,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1981,1,0.8788147,,,1.318742,97.80244,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1982,1,0.8878021,,,1.310574,97.80162,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1983,1,0.896759,,,1.302456,97.80079,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1984,1,0.9056549,,,1.294388,97.79996,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1985,1,0.914505,,,1.286369,97.79913,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1986,1,0.9233093,,,1.278399,97.79829,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1987,1,0.9320602,,,1.270478,97.79746,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1988,1,0.9407654,,,1.262604,97.79663,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1989,1,0.9494247,,,1.25478,97.7958,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1990,1,0.9580307,,,1.247003,97.79497,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1991,1,0.9665985,,,1.239274,97.79413,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1992,1,0.9751129,,,1.231592,97.7933,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1993,1,0.9835739,,,1.223957,97.79247,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1994,1,0.9919968,,,1.216369,97.79163,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1995,1,1.000381,,,1.208828,97.79079,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1996,1,1.008705,,,1.201333,97.78996,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1997,1,1.016991,,,1.193883,97.78912,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1998,1,1.02523,,,1.186479,97.78829,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,1999,1,1.033424,,,1.179121,97.78745,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,2000,1,1.041573,,,1.171808,97.78662,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,2001,1,1.049683,,,1.164539,97.78578,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,2002,1,1.057732,,,1.157315,97.78495,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,2003,1,1.06575,,,1.150135,97.78411,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,2004,1,1.07373,,,1.143,97.78327,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,2005,1,1.08165,,,1.135908,97.78244,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,2006,1,1.089539,,,1.12886,97.7816,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,2007,1,1.097382,,,1.121854,97.78076,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,2008,1,1.105186,,,1.114892,97.77992,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,2009,1,1.112946,,,1.107972,97.77908,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,2010,1,1.120659,,,1.101095,97.77824,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,2011,1,1.128334,,,1.094261,97.7774,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,2012,1,1.135963,,,1.087468,97.77657,,,,,,,,,,,,,,,,,,,,,,,
Greece,350,2013,1,1.143555,,,1.080717,97.77573,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,352,1945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
