Country,Cowcode,Year,Independent Country?,other,shia,sunni,muslim,orthodox,romancatholic,christian,protestant,traditionalbelief,jewish,yezidi,buddhist,hindu,bahai,sikh,nonreligious,coptic,jain,zoroastrian,druze,ibadiyah,taoism,chondogyo,confucian,wonbulgyo,ikuantao,caodai,hoahoa
Lebanon,660,2004,1,0,38.10126,25.01515,,,,30.8063,,,,,,,,,,,,,6.077291,,,,,,,,
Lebanon,660,2005,1,0,38.29701,25.15295,,,,30.36272,,,,,,,,,,,,,6.187319,,,,,,,,
Lebanon,660,2006,1,0,38.49005,25.28945,,,,29.92172,,,,,,,,,,,,,6.298787,,,,,,,,
Lebanon,660,2007,1,0,38.68031,25.42462,,,,29.48338,,,,,,,,,,,,,6.411696,,,,,,,,
Lebanon,660,2008,1,0,38.86775,25.55842,,,,29.04778,,,,,,,,,,,,,6.526049,,,,,,,,
Lebanon,660,2009,1,0,39.05231,25.69083,,,,28.61502,,,,,,,,,,,,,6.641847,,,,,,,,
Lebanon,660,2010,1,0,39.23393,25.82181,,,,28.18516,,,,,,,,,,,,,6.759093,,,,,,,,
Lebanon,660,2011,1,0,39.41258,25.95134,,,,27.7583,,,,,,,,,,,,,6.877784,,,,,,,,
Lebanon,660,2012,1,0,39.5882,26.07938,,,,27.33449,,,,,,,,,,,,,6.997925,,,,,,,,
Lebanon,660,2013,1,0,39.76074,26.20592,,,,26.91383,,,,,,,,,,,,,7.119514,,,,,,,,
Jordan,663,1945,0,,,89.38139,,,,10.6186,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1946,1,,,89.53353,,,,10.46647,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1947,1,,,89.68385,,,,10.31615,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1948,1,,,89.83235,,,,10.16765,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1949,1,,,89.97906,,,,10.02094,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1950,1,,,90.12399,,,,9.876017,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1951,1,,,90.26714,,,,9.732865,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1952,1,,,90.40852,,,,9.591477,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1953,1,,,90.54816,,,,9.451838,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1954,1,,,90.68607,,,,9.313933,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1955,1,,,90.82225,,,,9.177753,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1956,1,,,90.95672,,,,9.043283,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1957,1,,,91.08949,,,,8.910509,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1958,1,,,91.22057,,,,8.779421,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1959,1,,,91.34999,,,,8.650002,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1960,1,,,91.47776,,,,8.522241,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1961,1,,,91.60387,,,,8.396124,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1962,1,,,91.72836,,,,8.271637,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1963,1,,,91.85123,,,,8.148763,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1964,1,,,91.97251,,,,8.027493,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1965,1,,,92.09219,,,,7.907811,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1966,1,,,92.2103,,,,7.789701,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1967,1,,,92.32685,,,,7.673152,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1968,1,,,92.44186,,,,7.558148,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1969,1,,,92.55532,,,,7.444673,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1970,1,,,92.66729,,,,7.332716,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1971,1,,,92.77774,,,,7.22226,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1972,1,,,92.88671,,,,7.113291,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1973,1,,,92.99421,,,,7.005796,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1974,1,,,93.10024,,,,6.899759,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1975,1,,,93.20483,,,,6.795164,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1976,1,,,93.308,,,,6.692,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1977,1,,,93.40974,,,,6.590249,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1978,1,,,93.5101,,,,6.489898,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1979,1,,,93.60907,,,,6.390933,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1980,1,,,93.70667,,,,6.293339,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1981,1,,,93.8029,,,,6.197098,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1982,1,,,93.8978,,,,6.102201,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1983,1,,,93.99137,,,,6.00863,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1984,1,,,94.08363,,,,5.91637,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1985,1,,,94.17459,,,,5.825409,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1986,1,,,94.26427,,,,5.735732,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1987,1,,,94.35268,,,,5.647322,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1988,1,,,94.43983,,,,5.560167,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1989,1,,,94.52575,,,,5.474253,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1990,1,,,94.61044,,,,5.389564,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1991,1,,,94.69391,,,,5.306087,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1992,1,,,94.77619,,,,5.223808,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1993,1,,,94.85728,,,,5.142711,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1994,1,,,94.93721,,,,5.062784,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1995,1,,,95.01598,,,,4.984013,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1996,1,,,95.09361,,,,4.906382,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1997,1,,,95.17012,,,,4.82988,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1998,1,,,95.24551,,,,4.754492,,,,,,,,,,,,,,,,,,,,,
Jordan,663,1999,1,,,95.31979,,,,4.680203,,,,,,,,,,,,,,,,,,,,,
Jordan,663,2000,1,,,95.393,,,,4.607002,,,,,,,,,,,,,,,,,,,,,
Jordan,663,2001,1,,,95.46513,,,,4.534875,,,,,,,,,,,,,,,,,,,,,
Jordan,663,2002,1,,,95.53619,,,,4.463806,,,,,,,,,,,,,,,,,,,,,
Jordan,663,2003,1,,,95.60621,,,,4.393785,,,,,,,,,,,,,,,,,,,,,
Jordan,663,2004,1,,,95.6752,,,,4.324796,,,,,,,,,,,,,,,,,,,,,
Jordan,663,2005,1,,,95.74317,,,,4.256828,,,,,,,,,,,,,,,,,,,,,
Jordan,663,2006,1,,,95.81013,,,,4.189867,,,,,,,,,,,,,,,,,,,,,
Jordan,663,2007,1,,,95.8761,,,,4.123901,,,,,,,,,,,,,,,,,,,,,
Jordan,663,2008,1,,,95.94109,,,,4.058915,,,,,,,,,,,,,,,,,,,,,
Jordan,663,2009,1,,,96.0051,,,,3.9949,,,,,,,,,,,,,,,,,,,,,
Jordan,663,2010,1,,,96.06816,,,,3.93184,,,,,,,,,,,,,,,,,,,,,
Jordan,663,2011,1,,,96.13028,,,,3.869723,,,,,,,,,,,,,,,,,,,,,
Jordan,663,2012,1,,,96.19147,,,,3.808538,,,,,,,,,,,,,,,,,,,,,
Jordan,663,2013,1,,,96.25173,,,,3.748272,,,,,,,,,,,,,,,,,,,,,
Israel,666,1945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,666,1946,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,666,1947,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,666,1948,1,,,,7.649048,,,2.745691,,,89.44143,,,,,,,,,,0.1638318,,,,,,,,
Israel,666,1949,1,,,,7.758667,,,2.736408,,,89.3334,,,,,,,,,,0.171519,,,,,,,,
Israel,666,1950,1,,,,7.869776,,,2.72717,,,89.22349,,,,,,,,,,0.1795673,,,,,,,,
Israel,666,1951,1,,,,7.982395,,,2.717978,,,89.11163,,,,,,,,,,0.1879935,,,,,,,,
Israel,666,1952,1,,,,8.096539,,,2.708831,,,88.99782,,,,,,,,,,0.1968156,,,,,,,,
Israel,666,1953,1,,,,8.212224,,,2.69973,,,88.88199,,,,,,,,,,0.2060518,,,,,,,,
Israel,666,1954,1,,,,8.329473,,,2.690673,,,88.76414,,,,,,,,,,0.215722,,,,,,,,
Israel,666,1955,1,,,,8.448296,,,2.681661,,,88.6442,,,,,,,,,,0.2258462,,,,,,,,
Israel,666,1956,1,,,,8.568713,,,2.672691,,,88.52215,,,,,,,,,,0.2364456,,,,,,,,
Israel,666,1957,1,,,,8.690745,,,2.663765,,,88.39794,,,,,,,,,,0.2475428,,,,,,,,
Israel,666,1958,1,,,,8.814404,,,2.654882,,,88.27155,,,,,,,,,,0.2591608,,,,,,,,
Israel,666,1959,1,,,,8.939708,,,2.646041,,,88.14293,,,,,,,,,,0.2713238,,,,,,,,
Israel,666,1960,1,,,,9.066675,,,2.637241,,,88.01202,,,,,,,,,,0.2840576,,,,,,,,
Israel,666,1961,1,,,,9.195322,,,2.628483,,,87.8788,,,,,,,,,,0.2973887,,,,,,,,
Israel,666,1962,1,,,,9.325666,,,2.619764,,,87.74323,,,,,,,,,,0.3113451,,,,,,,,
Israel,666,1963,1,,,,9.457725,,,2.611085,,,87.60524,,,,,,,,,,0.3259558,,,,,,,,
Israel,666,1964,1,,,,9.59151,,,2.602445,,,87.4648,,,,,,,,,,0.3412513,,,,,,,,
Israel,666,1965,1,,,,9.727041,,,2.593844,,,87.32185,,,,,,,,,,0.3572635,,,,,,,,
Israel,666,1966,1,,,,9.864337,,,2.58528,,,87.17636,,,,,,,,,,0.3740257,,,,,,,,
Israel,666,1967,1,,,,10.00341,,,2.576752,,,87.02827,,,,,,,,,,0.3915728,,,,,,,,
Israel,666,1968,1,,,,10.14427,,,2.56826,,,86.87753,,,,,,,,,,0.4099413,,,,,,,,
Israel,666,1969,1,,,,10.28695,,,2.559804,,,86.72408,,,,,,,,,,0.429169,,,,,,,,
Israel,666,1970,1,,,,10.43145,,,2.551381,,,86.56788,,,,,,,,,,0.4492961,,,,,,,,
Israel,666,1971,1,,,,10.57778,,,2.542992,,,86.40887,,,,,,,,,,0.4703637,,,,,,,,
Israel,666,1972,1,,,,10.72597,,,2.534634,,,86.24699,,,,,,,,,,0.4924157,,,,,,,,
Israel,666,1973,1,,,,10.87602,,,2.526308,,,86.08218,,,,,,,,,,0.5154973,,,,,,,,
Israel,666,1974,1,,,,11.02796,,,2.518011,,,85.91438,,,,,,,,,,0.5396556,,,,,,,,
Israel,666,1975,1,,,,11.18178,,,2.509743,,,85.74353,,,,,,,,,,0.5649408,,,,,,,,
Israel,666,1976,1,,,,11.33751,,,2.501503,,,85.56958,,,,,,,,,,0.5914038,,,,,,,,
Israel,666,1977,1,,,,11.49516,,,2.493289,,,85.39245,,,,,,,,,,0.6190994,,,,,,,,
Israel,666,1978,1,,,,11.65473,,,2.4851,,,85.21208,,,,,,,,,,0.6480834,,,,,,,,
Israel,666,1979,1,,,,11.81624,,,2.476935,,,85.02841,,,,,,,,,,0.6784146,,,,,,,,
Israel,666,1980,1,,,,11.97969,,,2.468791,,,84.84135,,,,,,,,,,0.7101548,,,,,,,,
Israel,666,1981,1,,,,12.14511,,,2.46067,,,84.65086,,,,,,,,,,0.7433674,,,,,,,,
Israel,666,1982,1,,,,12.31248,,,2.452567,,,84.45683,,,,,,,,,,0.7781197,,,,,,,,
Israel,666,1983,1,,,,12.48182,,,2.444481,,,84.25922,,,,,,,,,,0.8144812,,,,,,,,
Israel,666,1984,1,,,,12.65314,,,2.436412,,,84.05792,,,,,,,,,,0.8525239,,,,,,,,
Israel,666,1985,1,,,,12.82644,,,2.428357,,,83.85288,,,,,,,,,,0.8923244,,,,,,,,
Israel,666,1986,1,,,,13.00172,,,2.420313,,,83.644,,,,,,,,,,0.9339609,,,,,,,,
Israel,666,1987,1,,,,13.17899,,,2.412282,,,83.43121,,,,,,,,,,0.9775151,,,,,,,,
Israel,666,1988,1,,,,13.35824,,,2.404257,,,83.21442,,,,,,,,,,1.023073,,,,,,,,
Israel,666,1989,1,,,,13.53948,,,2.39624,,,82.99355,,,,,,,,,,1.070724,,,,,,,,
Israel,666,1990,1,,,,13.72271,,,2.388227,,,82.7685,,,,,,,,,,1.12056,,,,,,,,
Israel,666,1991,1,,,,13.90792,,,2.380216,,,82.53919,,,,,,,,,,1.172677,,,,,,,,
Israel,666,1992,1,,,,14.0951,,,2.372204,,,82.30553,,,,,,,,,,1.227175,,,,,,,,
Israel,666,1993,1,,,,14.28425,,,2.364191,,,82.0674,,,,,,,,,,1.28416,,,,,,,,
Israel,666,1994,1,,,,14.47536,,,2.356172,,,81.82474,,,,,,,,,,1.343738,,,,,,,,
Israel,666,1995,1,,,,14.66842,,,2.348146,,,81.57742,,,,,,,,,,1.406022,,,,,,,,
Israel,666,1996,1,,,,14.86341,,,2.340109,,,81.32535,,,,,,,,,,1.471128,,,,,,,,
Israel,666,1997,1,,,,15.06033,,,2.33206,,,81.06844,,,,,,,,,,1.539178,,,,,,,,
Israel,666,1998,1,,,,15.25915,,,2.323994,,,80.80656,,,,,,,,,,1.610296,,,,,,,,
Israel,666,1999,1,,,,15.45986,,,2.315911,,,80.53962,,,,,,,,,,1.684613,,,,,,,,
Israel,666,2000,1,,,,15.66242,,,2.307805,,,80.26751,,,,,,,,,,1.762263,,,,,,,,
Israel,666,2001,1,,,,15.86683,,,2.299674,,,79.99012,,,,,,,,,,1.843386,,,,,,,,
Israel,666,2002,1,,,,16.07303,,,2.291515,,,79.70733,,,,,,,,,,1.928126,,,,,,,,
Israel,666,2003,1,,,,16.28102,,,2.283325,,,79.41902,,,,,,,,,,2.016631,,,,,,,,
Israel,666,2004,1,,,,16.49075,,,2.2751,,,79.12509,,,,,,,,,,2.109056,,,,,,,,
Israel,666,2005,1,,,,16.70219,,,2.266836,,,78.82542,,,,,,,,,,2.205559,,,,,,,,
Israel,666,2006,1,,,,16.91529,,,2.25853,,,78.51987,,,,,,,,,,2.306304,,,,,,,,
Israel,666,2007,1,,,,17.13002,,,2.250179,,,78.20834,,,,,,,,,,2.411461,,,,,,,,
Israel,666,2008,1,,,,17.34632,,,2.241778,,,77.8907,,,,,,,,,,2.521202,,,,,,,,
Israel,666,2009,1,,,,17.56414,,,2.233323,,,77.56683,,,,,,,,,,2.635708,,,,,,,,
Israel,666,2010,1,,,,17.78342,,,2.224811,,,77.2366,,,,,,,,,,2.755161,,,,,,,,
Israel,666,2011,1,,,,18.00412,,,2.216237,,,76.89989,,,,,,,,,,2.879751,,,,,,,,
Israel,666,2012,1,,,,18.22615,,,2.207597,,,76.55658,,,,,,,,,,3.009671,,,,,,,,
Israel,666,2013,1,,,,18.44947,,,2.198887,,,76.20653,,,,,,,,,,3.145119,,,,,,,,
Saudi Arabia,670,1945,1,,0.666585,98.91933,,,,0.4140787,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1946,1,,0.697488,98.87492,,,,0.4275875,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1947,1,,0.7298126,98.82866,,,,0.4415346,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1948,1,,0.763623,98.78044,,,,0.4559339,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1949,1,,0.7989863,98.73021,,,,0.4708004,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1950,1,,0.8359725,98.67788,,,,0.4861484,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1951,1,,0.8746547,98.62335,,,,0.5019939,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1952,1,,0.9151092,98.56654,,,,0.5183523,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1953,1,,0.9574152,98.50735,,,,0.5352403,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1954,1,,1.001655,98.44567,,,,0.5526743,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1955,1,,1.047917,98.38141,,,,0.5706722,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1956,1,,1.096289,98.31445,,,,0.5892515,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1957,1,,1.146866,98.24471,,,,0.608431,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1958,1,,1.199745,98.17203,,,,0.6282296,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1959,1,,1.255029,98.0963,,,,0.6486663,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1960,1,,1.312823,98.01742,,,,0.6697621,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1961,1,,1.373238,97.93523,,,,0.691537,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1962,1,,1.436388,97.8496,,,,0.714013,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1963,1,,1.502393,97.7604,,,,0.7372115,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1964,1,,1.571378,97.66747,,,,0.7611557,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1965,1,,1.643471,97.57066,,,,0.7858682,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1966,1,,1.718808,97.46982,,,,0.8113738,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1967,1,,1.797527,97.36478,,,,0.8376964,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1968,1,,1.879774,97.25536,,,,0.864862,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1969,1,,1.9657,97.1414,,,,0.8928965,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1970,1,,2.055459,97.02271,,,,0.921826,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1971,1,,2.149216,96.8991,,,,0.951679,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1972,1,,2.247138,96.77038,,,,0.982483,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1973,1,,2.349399,96.63634,,,,1.014268,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1974,1,,2.45618,96.49676,,,,1.047063,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1975,1,,2.567667,96.35143,,,,1.080899,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1976,1,,2.684054,96.20013,,,,1.115808,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1977,1,,2.805542,96.04264,,,,1.151821,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1978,1,,2.932335,95.87869,,,,1.188973,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1979,1,,3.064649,95.70805,,,,1.227296,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1980,1,,3.202703,95.53047,,,,1.266827,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1981,1,,3.346723,95.34567,,,,1.307599,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1982,1,,3.496945,95.1534,,,,1.349651,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1983,1,,3.653609,94.95337,,,,1.393018,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1984,1,,3.816963,94.7453,,,,1.437742,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1985,1,,3.98726,94.52888,,,,1.483858,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1986,1,,4.164763,94.30383,,,,1.531409,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1987,1,,4.34974,94.06982,,,,1.580434,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1988,1,,4.542463,93.82656,,,,1.630977,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1989,1,,4.743215,93.5737,,,,1.683079,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1990,1,,4.952281,93.31094,,,,1.736784,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1991,1,,5.169954,93.03791,,,,1.792136,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1992,1,,5.396532,92.75429,,,,1.849181,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1993,1,,5.632318,92.45972,,,,1.907964,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1994,1,,5.877618,92.15385,,,,1.968534,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1995,1,,6.132744,91.83632,,,,2.030936,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1996,1,,6.398012,91.50677,,,,2.095221,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1997,1,,6.673738,91.16483,,,,2.161436,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1998,1,,6.960244,90.81012,,,,2.229631,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,1999,1,,7.257849,90.44229,,,,2.299859,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,2000,1,,7.566875,90.06096,,,,2.372168,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,2001,1,,7.887645,89.66574,,,,2.446612,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,2002,1,,8.220475,89.25629,,,,2.523243,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,2003,1,,8.565685,88.8322,,,,2.602114,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,2004,1,,8.923587,88.39314,,,,2.683277,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,2005,1,,9.294487,87.93872,,,,2.766788,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,2006,1,,9.678688,87.46861,,,,2.852699,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,2007,1,,10.07648,86.98245,,,,2.941066,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,2008,1,,10.48815,86.4799,,,,3.031942,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,2009,1,,10.91396,85.96066,,,,3.125384,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,2010,1,,11.35418,85.42437,,,,3.221445,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,2011,1,,11.80905,84.87077,,,,3.32018,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,2012,1,,12.27878,84.29957,,,,3.421646,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,670,2013,1,,12.7636,83.7105,,,,3.525896,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1945,1,0,62.56347,37.43653,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1946,1,0,62.21671,37.78328,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1947,1,0,61.86858,38.13142,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1948,1,0,61.51907,38.48092,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1949,1,0,61.16825,38.83175,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1950,1,0,60.81613,39.18387,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1951,1,0,60.46274,39.53726,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1952,1,0,60.10811,39.89189,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1953,1,0,59.75229,40.24772,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1954,1,0,59.39529,40.60472,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1955,1,0,59.03714,40.96286,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1956,1,0,58.67791,41.3221,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1957,1,0,58.31758,41.68241,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1958,1,0,57.95624,42.04376,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1959,1,0,57.59389,42.40611,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1960,1,0,57.23057,42.76943,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1961,1,0,56.86632,43.13368,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1962,1,0,56.50119,43.49882,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1963,1,0,56.13518,43.86481,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1964,1,0,55.76837,44.23163,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1965,1,0,55.40077,44.59923,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1966,1,0,55.03243,44.96757,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1967,1,0,54.66338,45.33662,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1968,1,0,54.29367,45.70633,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1969,1,0,53.92332,46.07667,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1970,1,0.00471,53.54987,46.44542,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1971,1,0.02551,53.16735,46.80714,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1972,1,0.04634,52.78447,47.1692,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1973,1,0.06721,52.40124,47.53155,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1974,1,0.08809,52.01774,47.89417,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1975,1,0.10899,51.634,48.25701,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1976,1,0.12991,51.25006,48.62003,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1977,1,0.15082,50.86598,48.9832,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1978,1,0.17172,50.4818,49.34648,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1979,1,0.19261,50.09756,49.70982,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1980,1,0.21349,49.71331,50.0732,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1981,1,0.23434,49.32909,50.43657,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1982,1,0.25516,48.94495,50.79988,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1983,1,0.27592,48.56095,51.16313,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen Arab Republic,678,1984,1,0.29666,48.1771,51.52624,,,,,,,,,,,,,,,,,,,,,,,,,
