HMIID,YEAR,WBCC,COWCC,UCDPID,ACTORID,STATUS,HMISTART,HMISTAPR,HMIEND,HMIENDPR,ENDTYPE,VIOSTART,VIOSTAPR,VIOEND,VIOENDPR,VIODURAT,CONFLICT,VIOLENCE,ISSUE,NONSTATE,POLARITY,FATALITY,AREA,AREAA,POPULAT,POPULATA,REGION,MEDIATE6,MEDIATEI,ACCORD6,ACCORDI,EMBARGO6,EMBARGOI,COLDWAR,UNSC,REGIOORG,GOVTPERM,INTERVEN1,I1CCC,P5,INTERVEN2,I2CCC,INTERVEN3,I3CCC,COLONY2,SAVING,TARGET,TATROOP,ACTIVE,FORCE,INTERPOS,STARINTE,ENDINTE,DISARM,STARDISA,ENDDISA,CIVILIAN,STARCIVI,ENDCIVI,HUMANAID,STARHUMA,ENDHUMA,NOFLY,STARFLY,ENDFLY,SAFEAREA,STARAREA,ENDAREA,ENFORCE,STARENFO,ENDENFO,LOST,STARLOST,ENDLOST,REGIME,STARREGI,ENDREGI,GROUNDFO,GROUNDNO,GROUNDPO,GROUNDPOA,GROUNDAR,GROUNDARA,AIRFORCE,VIOLAREA,COUNTTRO,IDTROOPS,COUNTARM,IDARMS,CONTRA0,CONTRA1,CONTRA2,CONTRA3,CONTRA4,CONTRA5,CONTRA6,CONTRA7,ENDVIOL,FATAL1,FATALITYIY,FATAL2IY,FATALPRE,LOSSES,NEWVIOL,NEWFATAL,DISLOCATE
Côte d'Ivoire 2002-2005,2002,CIV,437,419,"76, 552, 556, 557, 558, 1453, 1459, 1510, 1109, 1110, 1111, 9999",2,22/09/2002,1,06/04/2005,1,1,19/09/2002,1,06/04/2005,1,0,1,1,2,0,2,285,322000,322000,17400000,17400000,1,0,1,0,1,0,1,0,2,2,2,France,220,1,-88,-88,-88,-88,1,1,0,-88,1,1,1,20/10/2002,06/04/2005,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,2500,14,14,8,8,1,2,0,-88,1,Burkina Faso; Liberia,1,0,0,0,0,0,0,0,0,95,704,2.66,1,-99,1,100,0
Côte d'Ivoire 2002-2005,2003,CIV,437,419,"76, 552, 556, 557, 558, 1453, 1459, 1510, 1109, 1110, 1111, 9999",2,22/09/2002,1,06/04/2005,1,1,19/09/2002,1,06/04/2005,1,0,1,1,2,0,2,285,322000,322000,17700000,17700000,1,0,1,0,1,0,1,0,2,2,2,France,220,1,ECOWAS,2420,-88,-88,1,1,0,-88,1,1,1,20/10/2002,06/04/2005,0,-88,-88,0,-88,-88,1,13/11/2003,06/04/2005,0,-88,-88,1,01/06/2003,06/04/2005,1,23/01/2003,06/04/2005,0,-88,-88,0,-88,-88,1,7200,41,41,22,22,1,2,0,-88,1,Burkina Faso; Liberia,1,0,0,0,0,0,0,0,0,95,482,1.32,1,-99,1,100,0
Côte d'Ivoire 2002-2005,2004,CIV,437,419,"76, 552, 556, 557, 558, 1453, 1459, 1510, 1109, 1110, 1111, 9999",2,22/09/2002,1,06/04/2005,1,1,19/09/2002,1,06/04/2005,1,0,1,1,2,0,2,285,322000,322000,18000000,18000000,1,0,1,0,1,0,1,0,2,2,2,France,220,1,UN,1014,-88,-88,1,1,0,-88,1,1,1,20/10/2002,06/04/2005,0,-88,-88,1,04/11/2004,06/04/2005,1,13/11/2003,06/04/2005,0,-88,-88,1,01/06/2003,06/04/2005,1,23/01/2003,06/04/2005,0,-88,-88,0,-88,-88,1,10760,60,60,33,33,1,2,0,-88,1,Burkina Faso; Liberia,1,0,0,0,0,0,0,0,0,95,262,0.72,1,-99,1,100,0
Côte d'Ivoire 2002-2005,2005,CIV,437,419,"76, 552, 556, 557, 558, 1453, 1459, 1510, 1109, 1110, 1111, 9999",2,22/09/2002,1,06/04/2005,1,1,19/09/2002,1,06/04/2005,1,0,1,1,2,0,2,285,322000,322000,18300000,18300000,1,0,1,0,1,0,1,0,2,2,2,UN,1014,1,France,220,-88,-88,1,1,0,-88,1,1,1,20/10/2002,06/04/2005,0,-88,-88,1,04/11/2004,06/04/2005,1,13/11/2003,06/04/2005,0,-88,-88,1,01/06/2003,06/04/2005,1,23/01/2003,06/04/2005,0,-88,-88,0,-88,-88,1,10155,55,55,32,32,1,2,0,-88,1,Burkina Faso; Liberia,1,0,0,0,0,0,0,0,0,95,30,0.31,1,-99,1,100,0
Côte d'Ivoire 2011,2011,CIV,437,419,"76, 558, 1109, 1125, 1131, 1139, 9999",2,01/04/2011,1,11/07/2011,1,1,03/01/2011,1,11/07/2011,1,3,1,1,2,1,2,312,322000,322000,20900000,20900000,1,-99,-99,0,0,1,1,0,2,2,0,UN,1014,1,France,220,-88,-88,1,1,1,2000,1,1,0,-88,-88,1,01/04/2011,11/07/2011,1,01/04/2011,11/07/2011,1,01/04/2011,07/05/2011,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,01/04/2011,11/04/2011,1,10650,51,51,33,33,1,1,0,-88,0,-88,1,0,0,0,0,0,0,0,1,3.18,171,1.67,1,-99,0,-88,0
DR Congo 2000-2013,2000,ZAR,490,283,"89, 423, 424, 425, 426, 72, 434, 488, 489, 528, 541, 561, 577, 603, 606, 616, 638, 645, 646, 647, 648, 653, 672, 673, 674, 789, 895, 896, 1043, 1075, 1076, 1077, 1114, 1128, 1136, 1160, 1198, 1199, 1200, 3953, 3441, 3037, 3040, 3043, 3967, 4130, 4286, 90, 93, 94, 99, 58901, 58902, 58903, 58904, 58907, 58910, 58913, 58915, 58921, 58923, 58924, 5976, 5997, 9999",2,31/10/2000,1,28/03/2013,1,2,02/08/1998,1,0,-88,27,1,1,2,1,3,16874,2345000,2345000,47100000,47100000,1,1,1,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,-99,-99,0,-88,-88,0,-88,-88,0,-88,-88,1,24,0,0,0,0,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,20.55,488,7.87,1,230,-88,-99,0
DR Congo 2000-2013,2001,ZAR,490,283,"89, 423, 424, 425, 426, 72, 434, 488, 489, 528, 541, 561, 577, 603, 606, 616, 638, 645, 646, 647, 648, 653, 672, 673, 674, 789, 895, 896, 1043, 1075, 1076, 1077, 1114, 1128, 1136, 1160, 1198, 1199, 1200, 3953, 3441, 3037, 3040, 3043, 3967, 4130, 4286, 90, 93, 94, 99, 58901, 58902, 58903, 58904, 58907, 58910, 58913, 58915, 58921, 58923, 58924, 5976, 5997, 9999",2,31/10/2000,1,28/03/2013,1,2,02/08/1998,1,0,-88,27,1,1,2,1,3,16874,2345000,2345000,48400000,48400000,1,1,1,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,-99,-99,0,-88,-88,0,-88,-88,0,-88,-88,1,2924,6,6,1,1,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,20.55,1334,3.65,1,230,-88,-99,0
DR Congo 2000-2013,2002,ZAR,490,283,"89, 423, 424, 425, 426, 72, 434, 488, 489, 528, 541, 561, 577, 603, 606, 616, 638, 645, 646, 647, 648, 653, 672, 673, 674, 789, 895, 896, 1043, 1075, 1076, 1077, 1114, 1128, 1136, 1160, 1198, 1199, 1200, 3953, 3441, 3037, 3040, 3043, 3967, 4130, 4286, 90, 93, 94, 99, 58901, 58902, 58903, 58904, 58907, 58910, 58913, 58915, 58921, 58923, 58924, 5976, 5997, 9999",2,31/10/2000,1,28/03/2013,1,2,02/08/1998,1,0,-88,27,1,1,2,1,3,16874,2345000,2345000,49800000,49800000,1,1,1,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,0,-88,-88,1,05/2002,28/03/2013,0,-88,-88,0,-88,-88,1,-99,-99,0,-88,-88,0,-88,-88,0,-88,-88,1,3888,8,8,2,2,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,20.55,7877,21.58,1,230,-88,-99,0
DR Congo 2000-2013,2003,ZAR,490,283,"89, 423, 424, 425, 426, 72, 434, 488, 489, 528, 541, 561, 577, 603, 606, 616, 638, 645, 646, 647, 648, 653, 672, 673, 674, 789, 895, 896, 1043, 1075, 1076, 1077, 1114, 1128, 1136, 1160, 1198, 1199, 1200, 3953, 3441, 3037, 3040, 3043, 3967, 4130, 4286, 90, 93, 94, 99, 58901, 58902, 58903, 58904, 58907, 58910, 58913, 58915, 58921, 58923, 58924, 5976, 5997, 9999",2,31/10/2000,1,28/03/2013,1,2,02/08/1998,1,0,-88,27,1,1,2,1,3,16874,2345000,2345000,51400000,51400000,1,1,1,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,0,-88,-88,1,05/2002,28/03/2013,1,11/2003,28/03/2013,0,-88,-88,1,-99,-99,0,-88,-88,0,-88,-88,0,-88,-88,1,9981,19,19,4,4,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,20.55,3855,10.56,1,230,-88,-99,0
DR Congo 2000-2013,2004,ZAR,490,283,"89, 423, 424, 425, 426, 72, 434, 488, 489, 528, 541, 561, 577, 603, 606, 616, 638, 645, 646, 647, 648, 653, 672, 673, 674, 789, 895, 896, 1043, 1075, 1076, 1077, 1114, 1128, 1136, 1160, 1198, 1199, 1200, 3953, 3441, 3037, 3040, 3043, 3967, 4130, 4286, 90, 93, 94, 99, 58901, 58902, 58903, 58904, 58907, 58910, 58913, 58915, 58921, 58923, 58924, 5976, 5997, 9999",2,31/10/2000,1,28/03/2013,1,2,02/08/1998,1,0,-88,27,1,1,2,1,3,16874,2345000,2345000,53000000,53000000,1,1,1,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,1,01/10/2004,28/03/2013,1,05/2002,28/03/2013,1,11/2003,28/03/2013,0,-88,-88,1,-99,-99,1,12/2004,28/03/2013,0,-88,-88,0,-88,-88,1,11903,22,22,5,5,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,20.55,815,2.23,1,230,-88,-99,0
DR Congo 2000-2013,2005,ZAR,490,283,"89, 423, 424, 425, 426, 72, 434, 488, 489, 528, 541, 561, 577, 603, 606, 616, 638, 645, 646, 647, 648, 653, 672, 673, 674, 789, 895, 896, 1043, 1075, 1076, 1077, 1114, 1128, 1136, 1160, 1198, 1199, 1200, 3953, 3441, 3037, 3040, 3043, 3967, 4130, 4286, 90, 93, 94, 99, 58901, 58902, 58903, 58904, 58907, 58910, 58913, 58915, 58921, 58923, 58924, 5976, 5997, 9999",2,31/10/2000,1,28/03/2013,1,2,02/08/1998,1,0,-88,27,1,1,2,1,3,16874,2345000,2345000,54800000,54800000,1,1,1,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,1,01/10/2004,28/03/2013,1,05/2002,28/03/2013,1,11/2003,28/03/2013,0,-88,-88,1,-99,-99,1,12/2004,28/03/2013,0,-88,-88,0,-88,-88,1,15046,27,27,6,6,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,20.55,283,0.78,1,230,-88,-99,0
DR Congo 2000-2013,2006,ZAR,490,283,"89, 423, 424, 425, 426, 72, 434, 488, 489, 528, 541, 561, 577, 603, 606, 616, 638, 645, 646, 647, 648, 653, 672, 673, 674, 789, 895, 896, 1043, 1075, 1076, 1077, 1114, 1128, 1136, 1160, 1198, 1199, 1200, 3953, 3441, 3037, 3040, 3043, 3967, 4130, 4286, 90, 93, 94, 99, 58901, 58902, 58903, 58904, 58907, 58910, 58913, 58915, 58921, 58923, 58924, 5976, 5997, 9999",2,31/10/2000,1,28/03/2013,1,2,02/08/1998,1,0,-88,27,1,1,2,1,3,16874,2345000,2345000,56500000,56500000,1,1,1,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,1,01/10/2004,28/03/2013,1,05/2002,28/03/2013,1,11/2003,28/03/2013,0,-88,-88,1,-99,-99,1,12/2004,28/03/2013,0,-88,-88,0,-88,-88,1,16487,29,29,7,7,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,20.55,387,1.06,1,230,-88,-99,0
DR Congo 2000-2013,2007,ZAR,490,283,"89, 423, 424, 425, 426, 72, 434, 488, 489, 528, 541, 561, 577, 603, 606, 616, 638, 645, 646, 647, 648, 653, 672, 673, 674, 789, 895, 896, 1043, 1075, 1076, 1077, 1114, 1128, 1136, 1160, 1198, 1199, 1200, 3953, 3441, 3037, 3040, 3043, 3967, 4130, 4286, 90, 93, 94, 99, 58901, 58902, 58903, 58904, 58907, 58910, 58913, 58915, 58921, 58923, 58924, 5976, 5997, 9999",2,31/10/2000,1,28/03/2013,1,2,02/08/1998,1,0,-88,27,1,1,2,1,3,16874,2345000,2345000,58400000,58400000,1,1,1,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,1,01/10/2004,28/03/2013,1,05/2002,28/03/2013,1,11/2003,28/03/2013,0,-88,-88,1,-99,-99,1,12/2004,28/03/2013,0,-88,-88,0,-88,-88,1,16614,28,28,7,7,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,20.55,903,2.47,1,230,-88,-99,0
DR Congo 2000-2013,2008,ZAR,490,283,"89, 423, 424, 425, 426, 72, 434, 488, 489, 528, 541, 561, 577, 603, 606, 616, 638, 645, 646, 647, 648, 653, 672, 673, 674, 789, 895, 896, 1043, 1075, 1076, 1077, 1114, 1128, 1136, 1160, 1198, 1199, 1200, 3953, 3441, 3037, 3040, 3043, 3967, 4130, 4286, 90, 93, 94, 99, 58901, 58902, 58903, 58904, 58907, 58910, 58913, 58915, 58921, 58923, 58924, 5976, 5997, 9999",2,31/10/2000,1,28/03/2013,1,2,02/08/1998,1,0,-88,27,1,1,2,1,3,16874,2345000,2345000,60400000,60400000,1,1,1,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,1,01/10/2004,28/03/2013,1,05/2002,28/03/2013,1,11/2003,28/03/2013,0,-88,-88,1,-99,-99,1,12/2004,28/03/2013,0,-88,-88,0,-88,-88,1,16603,27,27,7,7,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,20.55,1373,3.75,1,230,-88,-99,0
DR Congo 2000-2013,2009,ZAR,490,283,"89, 423, 424, 425, 426, 72, 434, 488, 489, 528, 541, 561, 577, 603, 606, 616, 638, 645, 646, 647, 648, 653, 672, 673, 674, 789, 895, 896, 1043, 1075, 1076, 1077, 1114, 1128, 1136, 1160, 1198, 1199, 1200, 3953, 3441, 3037, 3040, 3043, 3967, 4130, 4286, 90, 93, 94, 99, 58901, 58902, 58903, 58904, 58907, 58910, 58913, 58915, 58921, 58923, 58924, 5976, 5997, 9999",2,31/10/2000,1,28/03/2013,1,2,02/08/1998,1,0,-88,27,1,1,2,1,3,16874,2345000,2345000,62400000,62400000,1,1,1,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,1,01/10/2004,28/03/2013,1,05/2002,28/03/2013,1,11/2003,28/03/2013,0,-88,-88,1,-99,-99,1,12/2004,28/03/2013,0,-88,-88,0,-88,-88,1,18646,30,30,8,8,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,20.55,5161,14.14,1,230,-88,-99,0
DR Congo 2000-2013,2010,ZAR,490,283,"89, 423, 424, 425, 426, 72, 434, 488, 489, 528, 541, 561, 577, 603, 606, 616, 638, 645, 646, 647, 648, 653, 672, 673, 674, 789, 895, 896, 1043, 1075, 1076, 1077, 1114, 1128, 1136, 1160, 1198, 1199, 1200, 3953, 3441, 3037, 3040, 3043, 3967, 4130, 4286, 90, 93, 94, 99, 58901, 58902, 58903, 58904, 58907, 58910, 58913, 58915, 58921, 58923, 58924, 5976, 5997, 9999",2,31/10/2000,1,28/03/2013,1,2,02/08/1998,1,0,-88,27,1,1,2,1,3,16874,2345000,2345000,64500000,64500000,1,1,1,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,1,01/10/2004,28/03/2013,1,05/2002,28/03/2013,1,11/2003,28/03/2013,0,-88,-88,1,-99,-99,1,12/2004,28/03/2013,0,-88,-88,0,-88,-88,1,17129,27,27,7,7,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,20.55,805,2.21,1,230,-88,-99,0
DR Congo 2000-2013,2011,ZAR,490,283,"89, 423, 424, 425, 426, 72, 434, 488, 489, 528, 541, 561, 577, 603, 606, 616, 638, 645, 646, 647, 648, 653, 672, 673, 674, 789, 895, 896, 1043, 1075, 1076, 1077, 1114, 1128, 1136, 1160, 1198, 1199, 1200, 3953, 3441, 3037, 3040, 3043, 3967, 4130, 4286, 90, 93, 94, 99, 58901, 58902, 58903, 58904, 58907, 58910, 58913, 58915, 58921, 58923, 58924, 5976, 5997, 9999",2,31/10/2000,1,28/03/2013,1,2,02/08/1998,1,0,-88,27,1,1,2,1,3,16874,2345000,2345000,66700000,66700000,1,1,1,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,1,01/10/2004,28/03/2013,1,05/2002,28/03/2013,1,11/2003,28/03/2013,0,-88,-88,1,-99,-99,1,12/2004,28/03/2013,0,-88,-88,0,-88,-88,1,16854,25,25,7,7,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,20.55,491,1.35,1,230,-88,-99,0
DR Congo 2000-2013,2012,ZAR,490,283,"89, 423, 424, 425, 426, 72, 434, 488, 489, 528, 541, 561, 577, 603, 606, 616, 638, 645, 646, 647, 648, 653, 672, 673, 674, 789, 895, 896, 1043, 1075, 1076, 1077, 1114, 1128, 1136, 1160, 1198, 1199, 1200, 3953, 3441, 3037, 3040, 3043, 3967, 4130, 4286, 90, 93, 94, 99, 58901, 58902, 58903, 58904, 58907, 58910, 58913, 58915, 58921, 58923, 58924, 5976, 5997, 9999",2,31/10/2000,1,28/03/2013,1,2,02/08/1998,1,0,-88,27,1,1,2,1,3,16874,2345000,2345000,69000000,69000000,1,1,1,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,1,01/10/2004,28/03/2013,1,05/2002,28/03/2013,1,11/2003,28/03/2013,0,-88,-88,1,-99,-99,1,12/2004,28/03/2013,0,-88,-88,0,-88,-88,1,17090,25,25,7,7,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,20.55,1795,4.90,1,230,-88,-99,0
DR Congo 2000-2013,2013,ZAR,490,283,"89, 423, 424, 425, 426, 72, 434, 488, 489, 528, 541, 561, 577, 603, 606, 616, 638, 645, 646, 647, 648, 653, 672, 673, 674, 789, 895, 896, 1043, 1075, 1076, 1077, 1114, 1128, 1136, 1160, 1198, 1199, 1200, 3953, 3441, 3037, 3040, 3043, 3967, 4130, 4286, 90, 93, 94, 99, 58901, 58902, 58903, 58904, 58907, 58910, 58913, 58915, 58921, 58923, 58924, 5976, 5997, 9999",2,31/10/2000,1,28/03/2013,1,2,02/08/1998,1,0,-88,27,1,1,2,1,3,16874,2345000,2345000,71300000,71300000,1,1,1,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,1,01/10/2004,28/03/2013,1,05/2002,28/03/2013,1,11/2003,28/03/2013,0,-88,-88,1,-99,-99,1,12/2004,28/03/2013,0,-88,-88,0,-88,-88,1,17273,24,24,7,7,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,20.55,375,4.26,1,230,-88,-99,0
DR Congo 2003,2003,ZAR,490,283,"89, 616, 606, 638, 1076, 58903, 9999",2,06/06/2003,1,01/09/2003,1,2,30/01/2002,1,05/09/2003,1,15,0,1,2,1,3,1404,2345000,300,51400000,300000,1,0,0,1,1,1,1,0,2,2,2,EU,2220,1,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,0,-88,-88,1,14/06/2003,01/09/2003,1,06/06/2003,01/09/2003,0,-88,-88,1,25/06/2003,01/09/2003,0,-88,-88,0,-88,-88,0,-88,-88,1,1000,2,333,0,3333,1,1,0,-88,0,-88,1,0,0,0,0,0,0,0,1,2.85,5,0.06,1,0,-88,-99,0
DR Congo 2013-,2013,ZAR,490,283,"89,489, 528, 1136, 1160, 1200, 3441, 3037, 3040, 90, 5821, 3043, 4130, 4314, 5822, 5976, 9999",2,28/03/2013,2,0,-88,0,01/04/2012,2,0,-88,12,1,1,2,1,3,1812,2345000,125000,71300000,10600000,1,0,0,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,2,2000,1,1,0,-88,-88,1,28/03/2013,-77,1,28/03/2013,-77,1,28/03/2013,-77,0,-88,-88,1,28/03/2013,-77,0,-88,-88,0,-88,-88,0,-88,-88,1,19373,27,183,8,155,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,5.02,1566,16.14,-88,-99,-88,-99,0
DR Congo 2013-,2014,ZAR,490,283,"89,489, 528, 1136, 1160, 1200, 3441, 3037, 3040, 90, 5821, 3043, 4130, 4314, 5822, 5976, 9999",2,28/03/2013,2,0,-88,0,01/04/2012,2,0,-88,12,1,1,2,1,3,1812,2345000,125000,73700000,11000000,1,0,0,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,2,2000,1,1,0,-88,-88,1,28/03/2013,-77,1,28/03/2013,-77,1,28/03/2013,-77,0,-88,-88,1,28/03/2013,-77,0,-88,-88,0,-88,-88,0,-88,-88,1,19561,27,178,8,156,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,5.02,1347,3.69,-88,-99,-88,-99,0
DR Congo 2013-,2015,ZAR,490,283,"89,489, 528, 1136, 1160, 1200, 3441, 3037, 3040, 90, 5821, 3043, 4130, 4314, 5822, 5976, 9999",2,28/03/2013,2,0,-88,0,01/04/2012,2,0,-88,12,1,1,2,1,3,1812,2345000,125000,76200000,11300000,1,0,0,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,2,2000,1,1,0,-88,-88,1,28/03/2013,-77,1,28/03/2013,-77,1,28/03/2013,-77,0,-88,-88,1,28/03/2013,-77,0,-88,-88,0,-88,-88,0,-88,-88,1,17048,22,151,7,136,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,5.02,509,1.39,-88,-99,-88,-99,0
DR Congo 2013-,2016,ZAR,490,283,"89,489, 528, 1136, 1160, 1200, 3441, 3037, 3040, 90, 5821, 3043, 4130, 4314, 5822, 5976, 9999",2,28/03/2013,2,0,-88,0,01/04/2012,2,0,-88,12,1,1,2,1,3,1812,2345000,125000,78700000,11700000,1,0,0,0,1,1,1,0,2,2,2,UN,1014,0,-88,-88,-88,-88,0,1,2,2000,1,1,0,-88,-88,1,28/03/2013,-77,1,28/03/2013,-77,1,28/03/2013,-77,0,-88,-88,1,28/03/2013,-77,0,-88,-88,0,-88,-88,0,-88,-88,1,16797,21,144,7,134,1,2,1,Rwanda,1,Rwanda,1,0,0,0,0,0,0,0,0,5.02,661,1.81,-88,-99,-88,-99,0
East Timor 1999,1999,TMP,860,330,"155, 290, 9999",2,20/09/1999,1,22/11/1999,2,1,04/09/1999,2,22/11/1999,2,1,1,1,1,0,2,450,15000,15000,900000,900000,6,1,0,1,0,1,1,0,2,1,1,Australia,900,0,Thailand,800,New Zealand,920,0,1,0,-88,1,1,0,-88,-88,1,20/09/1999,22/11/1999,1,20/09/1999,22/11/1999,1,09/1999,22/11/1999,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,9300,1033,1033,620,620,1,2,0,-88,1,Indonesia,1,0,0,0,0,0,0,0,1,28.12,78,1.22,2,0,0,-88,0
Georgia (Abkhazia) 1992-1993,1992,GEO,372,392,"63, 342",2,14/08/1992,1,01/12/1993,1,1,14/08/1992,1,01/12/1993,2,0,1,1,1,0,2,-99,70000,8660,4900000,400000,4,0,1,0,1,-99,-99,0,0,0,1,Russia,365,1,-88,-88,-88,-88,1,1,0,-88,1,-77,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,14/08/1992,01/10/1993,0,-88,-88,1,2500,51,625,36,289,1,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,-99,557,4.01,1,-99,0,-88,0
Georgia (Abkhazia) 1992-1993,1993,GEO,372,392,"63, 342",2,14/08/1992,1,01/12/1993,1,1,14/08/1992,1,01/12/1993,2,0,1,1,1,0,2,-99,70000,8660,4900000,400000,4,0,1,0,1,-99,-99,0,0,0,1,Russia,365,1,-88,-88,-88,-88,1,1,0,-88,1,-77,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,14/08/1992,01/10/1993,0,-88,-88,1,2500,51,625,36,289,,,,,,,1,0,0,0,0,0,0,0,0,-99,1541,4.60,1,-99,0,-88,0
Haiti 1994,1994,HTI,41,381,"6, 6172, 6173",2,19/09/1994,1,15/10/1994,2,1,27/12/1993,1,15/10/1994,5,9,0,1,2,0,2,162,28000,28000,7700000,7700000,2,0,0,0,0,1,1,0,2,2,2,USA,2,1,Bangladesh,771,Caricom,-88,0,1,1,7400,1,1,0,-88,-88,1,19/09/1994,15/10/1994,1,19/09/1994,15/10/1994,1,19/09/1994,15/10/1994,0,-88,-88,0,-88,-88,1,24/09/1994,15/10/1994,0,-88,-88,1,19/09/1994,15/10/1994,1,21000,273,273,750,750,0,2,0,-88,0,-88,1,0,0,0,0,0,0,0,1,0.61,7,0.27,2,0,0,-88,0
Haiti 2004-2005,2004,HTI,41,381,"6, 765, 6172, 9999",2,29/02/2004,1,31/12/2005,5,1,05/02/2004,1,31/12/2005,5,1,1,0,2,0,2,146,28000,28000,9100000,9100000,2,0,0,0,0,0,0,0,2,2,2,UN,1014,1,USA,2,France,220,1,1,0,-88,1,1,0,-88,-88,1,29/02/2004,31/12/2005,1,29/02/2004,31/12/2005,1,29/02/2004,31/12/2005,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,6008,66,66,215,215,0,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,5.21,207,0.68,2,12,0,-88,0
Haiti 2004-2005,2005,HTI,41,381,"6, 765, 6172, 9999",2,29/02/2004,1,31/12/2005,5,1,05/02/2004,1,31/12/2005,5,1,1,0,2,0,2,146,28000,28000,9300000,9300000,2,0,0,0,0,0,0,0,2,2,2,UN,1014,1,-88,-88,-88,-88,0,1,0,-88,1,1,0,-88,-88,1,29/02/2004,31/12/2005,1,29/02/2004,31/12/2005,1,29/02/2004,31/12/2005,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,0,-88,-88,1,6381,69,69,228,228,0,2,0,-88,0,-88,1,0,0,0,0,0,0,0,0,5.21,40,0.11,2,12,0,-88,0
