,LR,RF,GBM
academic,0.8764636069977982,0.8836459822594622,0.8885596848701199
professional,0.8778202361278695,0.8707981063230991,0.846705311221857
combined,0.8764636069977982,0.8915636316537847,0.8695517327963846
all,0.8764709805472013,0.8993381792028871,0.886803834324019
notrade,0.8758671895339418,0.8694430908243271,0.8845155033265787
nogdp,0.8778202361278695,0.8885081008751321,0.8900007923727073
